Account Name,Customer Number,Certificate Number,Registration Type,Certificate Status,Status Date,Address Line 1,Address Line 2,City-State-Zip,County
"NIAID-Morgan Island","43416","51-F-0030","Class F - Federal Research Facility","Active","","33 NORTH DRIVE MSC 3207","BLDG 33, RM 2N09H","BETHESDA, MD 20892","Montgomery"
"Simmec Training Solutions","43420","93-R-0520","Class R - Research Facility","Active","","PO Box 598","","Oceanside, CA 92049","San Diego"
"Product Safety Labs","44516","22-R-0143","Class R - Research Facility","Active","","2394 US Highway 130","","Dayton, NJ 08810","Middlesex"
"Omeros Corporation","44874","91-R-0082","Class R - Research Facility","Active","","201 Elliott Avenue West","","Seattle, WA 98119","King"
"St Cloud State University","44975","41-R-0078","Class R - Research Facility","Cancelled","","720 4th Avenue South, A S 101","","Saint Cloud, MN 56301","Stearns"
"Altasciences Preclinical Columbia LLC","45331","43-R-0122","Class R - Research Facility","Active","","562 STATE ROAD DD","","AUXVASSE, MO 65231","Callaway"
"R&R Research LLC","45412","91-R-0066","Class R - Research Facility","Active","","20004 Happy Valley Road","","STANWOOD, WA 98292","Snohomish"
"The University of Texas Rio Grande Valley","321004","74-R-0216","Class R - Research Facility","Active","","1 West University Blvd.","BRHB 2.210","BROWNSVILLE, TX 78520","Cameron"
"Bridge PTS","321005","74-R-0199","Class R - Research Facility","Active","","2509 Kennedy Circle, Bldg 125, Rm 449","","SAN ANTONIO, TX 78235","Bexar"
"Intervet Inc (Merck Animal Health)","321189","22-R-0144","Class R - Research Facility","Active","","Merck RY33-750  126 East Lincoln Avenue","","Rahway, NJ 07065","Union"
"AMPHASTAR LABORATORIES INC.","321451","93-R-0528","Class R - Research Facility","Active","","11570 6TH STREET","","RANCHO CUCAMONGA, CA 91730","San Bernardino"
"California Property Holdings III LLC","321491","93-R-0527","Class R - Research Facility","Active","","15900 Valley View Court","","Sylmar, CA 91342","Los Angeles"
"Carver Career Center","321496","54-R-0008","Class R - Research Facility","Active","","4799 MIDLAND DRIVE","","CHARLESTON, WV 25306","Kanawha"
"Experimur LLC","321877","33-R-0143","Class R - Research Facility","Cancelled","","4045 S MORGAN STREET","","CHICAGO, IL 60609","Cook"
"Fairfield University","322034","16-R-0051","Class R - Research Facility","Active","","1073 NORTH BENSON ROAD","","FAIRFIELD, CT 06824","Fairfield"
"BTS Research","322137","93-R-0532","Class R - Research Facility","Cancelled","","9990 Mesa Rim Road, Suite 100","","San Diego, CA 92121","San Diego"
"North American Veterinary Community","322245","58-R-0142","Class R - Research Facility","Active","","5003 SW 41st Blvd","","Gainesville, FL 32608","Alachua"
"Meridian Institute For Surgical Assisting","322496","63-R-0122","Class R - Research Facility","Active","","1507 COUNTY HOSPITAL ROAD","","NASHVILLE, TN 37218","Davidson"
"Nittobo America Inc.","322590","93-R-0533","Class R - Research Facility","Active","","41900 Brown Street","","Murrieta, CA 92562","Riverside"
"College of Staten Island CUNY","322605","21-R-0220","Class R - Research Facility","Active","","2800 Victory Blvd","","Staten Island, NY 10314","Richmond"
"United States Department Of Interior (NATIONAL PARK SERVICE)","322827","10-F-0011","Class F - Federal Research Facility","Active","","1849 C STREET NW","","WASHINGTON, DC 20240",""
"University Of Nevada, Las Vegas","323069","88-R-0006","Class R - Research Facility","Active","","4505 South Maryland Parkway","PO Box 451087","Las Vegas, NV 89154","Clark"
"University of Nevada, Reno","323070","88-R-0005","Class R - Research Facility","Active","","Office of Animal Resources 1664 N Virginia Street / MS 0340","","Reno, NV 89557","Washoe"
"Red Beast Enterprises Inc. (High Quality Research)","323116","84-R-0080","Class R - Research Facility","Active","","P.O. Box 270525","","FORT COLLINS, CO 80527","Larimer"
"Muscatine Community College","323480","42-R-0048","Class R - Research Facility","Active","","152 Colorado Street","","MUSCATINE, IA 52761","Muscatine"
"SPF North America Inc.","323964","35-R-0127","Class R - Research Facility","Active","","428 S WASHINGTON STREET","","MONDOVI, WI 54755","Dunn"
"Animal Blood Bank Inc (ANIMAL BLOOD RESOURCES INTERNATIONAL)","324116","93-R-0536","Class R - Research Facility","Active","","PO Box 609","","Stockbridge, MI 49285","Ingham"
"Pensacola State College","324274","58-R-0148","Class R - Research Facility","Active","","1000 College Blvd","Allied Health Department","Pensacola, FL 32504","Escambia"
"Sigmovir Biosystems, Inc.","324796","51-R-0091","Class R - Research Facility","Active","","9610 Medical Center Drive, Suite 100","","Rockville, MD 20850","Montgomery"
"National Marine Mammal Foundation Inc","324946","93-R-0572","Class R - Research Facility","Active","","2240 SHELTER ISLAND DRIVE, Suite 200","","SAN DIEGO, CA 92106","San Diego"
"Max Planck Florida Corporation (MAX PLANCK FLORIDA INSTITUTE FOR NEUROSCIENCE)","325208","58-R-0146","Class R - Research Facility","Active","","ONE MAX PLANCK WAY","","JUPITER, FL 33458","Palm Beach"
"Universidad lnteramericana de Puerto Rico (RECINTO DE BAYAMON)","325361","94-R-0114","Class R - Research Facility","Active","","PO Box 363255","","San Juan, PR 00936-3255","Arecibo"
"West Texas A&M University","325489","74-R-0206","Class R - Research Facility","Active","","WT Box 60217","","Canyon, TX 79016","Randall"
"New York State Psychiatric Institute","325904","21-R-0223","Class R - Research Facility","Active","","1051 RIVERSIDE DRIVE","","NEW YORK, NY 10032","New York"
"Four Rivers Kennel LLC","326029","43-R-0127","Class R - Research Facility","Active","","19442 E. EARHART ROAD","","WALKER, MO 64790","Vernon"
"Battelle National Biodefense Institute LLC (NBACC)","326220","51-F-0031","Class F - Federal Research Facility","Active","","8300 Research Plaza","","Fort Detrick, MD 21702","Frederick"
"The Austin Savanna  L L C","326234","74-R-0204","Class R - Research Facility","Active","","12200 Carl Rd.","","BUDA, TX 78610","Hays"
"Data Sciences International Inc","326381","41-R-0085","Class R - Research Facility","Cancelled","","119 14th Street NW Suite 100","","New Brighton, MN 55112","Ramsey"
"Genesee Community College","326446","21-R-0225","Class R - Research Facility","Active","","One College Road","","Batavia, NY 14020","Genesee"
"Boise State University","326621","82-R-0014","Class R - Research Facility","Active","","1910 University Drive, M S 1138","","BOISE, ID 83725","Ada"
"Kyle  Taitt (Origins Animal Research and Demonstrations)","326713","84-R-0086","Class R - Research Facility","Active","","8534 W Rice Avenue","","Littleton, CO 80123","Denver"
"East Texas A&M (Educational and Research Farm)","326903","74-R-0218","Class R - Research Facility","Active","","P.O. Box 3011","","Commerce, TX 75429","Hunt"
"Steadfast Enterprises  LLC","327559","74-R-0210","Class R - Research Facility","Active","","11800 FM 20","","Kingsbury, TX 78638","Guadalupe"
"Iowa Lakes Community College","327605","42-R-0049","Class R - Research Facility","Active","","3200 College Avenue","","EMMETSBURG, IA 50536","Palo Alto"
"New England Institute of Technology","327689","15-R-0022","Class R - Research Facility","Active","","One New England Tech Blvd","","East Greenwich, RI 02818","Kent"
"Powered Research LLC","327788","55-R-0142","Class R - Research Facility","Active","","PO BOX 14650","","DURHAM, NC 27709","Durham"
"Operational Medicine Consultants LLC","328004","52-R-0128","Class R - Research Facility","Active","","3900  Westerre Pkwy","Suite 300","Henrico, VA 23233","Henrico"
"Central Oregon Community College","328291","92-R-0039","Class R - Research Facility","Active","","2600 N.W. College Way","Met 213","BEND, OR 97703","Deschutes"
"INVIVOTEK","328400","22-R-0148","Class R - Research Facility","Active","","17 BLACK FOREST RD","","HAMILTON, NJ 08691","Mercer"
"Saint Johns University Collegeville","328461","41-R-0083","Class R - Research Facility","Active","","PO Box 2000","","Collegeville, MN 56321","Stearns"
"University Of West Florida","328622","58-R-0156","Class R - Research Facility","Active","","11000 UNIVERSITY PARKWAY BLDG 11/113","","PENSACOLA, FL 32514","Escambia"
"AbbVie","328983","33-R-0152","Class R - Research Facility","Active","","1 N WAUKEGAN RD","","NORTH CHICAGO, IL 60064","Lake"
"University of New Orleans","329030","72-R-0105","Class R - Research Facility","Active","","2000 Lake Shore Drive","","NEW ORLEANS, LA 70148","Orleans"
"Yuba College","329051","93-R-0552","Class R - Research Facility","Active","","Dr. Kyle Mathis, Veterinary Technology Program","c/o Yuba College","MARYSVILLE, CA 95901","Yuba"
"Pima Medical Institute","329220","86-R-0042","Class R - Research Facility","Active","","40 N. Swan Road, Suite 100","","TUCSON, AZ 85711","Pima"
"Pluris Research Inc","329240","63-R-0123","Class R - Research Facility","Active","","PO BOX 681967","","FRANKLIN, TN 37068","Williamson"
"Veterinary Health Source LLC","329347","74-R-0212","Class R - Research Facility","Active","","PO Box 1150","","DALHART, TX 79022","Dallam"
"Sanford Health","329373","46-R-0011","Class R - Research Facility","Active","","2301 E. 60th Street N","","Sioux Falls, SD 57104","Minnehaha"
"Owensboro Community & Technical College (OCTC Veterinary Technology)","329595","61-R-0111","Class R - Research Facility","Active","","4800 NEW HARTFORD ROAD","","OWENSBORO, KY 42303","Daviess"
"Milwaukee Career College","329834","35-R-0130","Class R - Research Facility","Active","","3077 N MAYFAIR RD","","MILWAUKEE, WI 53222","Milwaukee"
"Volunteer State Community College","329851","63-R-0124","Class R - Research Facility","Active","","1480 NASHVILLE PIKE","","GALLATIN, TN 37066","Sumner"
"James Madison University","330020","52-R-0130","Class R - Research Facility","Cancelled","","800 SOUTH MAIN STREET M S C 7607","","HARRISONBURG, VA 22807","Harrisonburg City"
"Mercy University (Veterinary Technology Program)","330136","21-R-0230","Class R - Research Facility","Active","","555 BROADWAY","ROOM 327 MAIN HALL","DOBBS FERRY, NY 10522","Westchester"
"SDIX LLC","330146","50-R-0015","Class R - Research Facility","Active","","52 Anderson Rd","","Windham, ME 04062","Cumberland"
"Novartis Institutes for BioMedical Research","330337","93-R-0601","Class R - Research Facility","Active","","5959 Horton Street Suite 900","","Emeryville, CA 94608","Alameda"
"St Josephs University","330557","23-R-0179","Class R - Research Facility","Active","","OFFICE OF RESEARCH SERVICES","5600 CITY AVE","PHILADELPHIA, PA 19131","Philadelphia"
"Stephen Purdy (CAMELID IMMUNOGENICS)","330562","14-R-0208","Class R - Research Facility","Active","","458 S WASHINGTON STREET","","BELCHERTOWN, MA 01007","Hampshire"
"Sierra Research Laboratories Inc.","330987","93-R-0557","Class R - Research Facility","Active","","P.O. Box 576886","","MODESTO, CA 95357","Stanislaus"
"Colorado Academy of Veterinary Technology","331127","84-R-0087","Class R - Research Facility","Active","","2766 Janitell Road","","COLORADO SPRINGS, CO 80906","El Paso"
"Global Medical Devices Inc.","331267","93-R-0560","Class R - Research Facility","Active","","2871 Metropolitan Place","","Pomona, CA 91767","Los Angeles"
"The California Medical Innovations Institute Inc.","331288","93-R-0563","Class R - Research Facility","Active","","11107 Roselle St., Ste 211","","SAN DIEGO, CA 92121","San Diego"
"Mispro Biotech Services Corporation","331434","21-R-0233","Class R - Research Facility","Active","","450 E 29TH ST, SUITE 602","","NEW YORK, NY 10016","New York"
"Austin Community College","331571","74-R-0227","Class R - Research Facility","Active","","1501 West Hwy. 290","","ELGIN, TX 78621","Bastrop"
"SAB Biotherapeutics Inc. (SAB Biotherapeutics Pharm)","331626","46-R-0012","Class R - Research Facility","Active","","2100 E 54th St N","","Sioux Falls, SD 57104","Minnehaha"
"Western Maricopa Education Center","331699","86-R-0043","Class R - Research Facility","Active","","5487 North 99 Avenue","","GLENDALE, AZ 85305","Maricopa"
"State University of New York College at Oneonta","331725","21-R-0237","Class R - Research Facility","Active","","108 RAVINE PARKWAY","","ONEONTA, NY 13820","Otsego"
"Cold Spring Harbor Laboratory","331860","21-R-0234","Class R - Research Facility","Active","","1 BUNGTOWN RD","HARRIS BUILDING","COLD SPRING HARBOR, NY 11724","Suffolk"
"Ryann Dawn LLC","332092","85-R-0027","Class R - Research Facility","Cancelled","","P. O. Box 482","","SUNLAND PARK, NM 88063","Dona Ana"
"Ape Cognition And Conservation Initiative","332105","42-R-0052","Class R - Research Facility","Active","","4200 Evergreen Avenue","","Des Moines, IA 50320","Polk"
"Drexel University","332218","23-R-0180","Class R - Research Facility","Active","","MacAllister Hall, Rm 3008 3250 Chestnut St","","Philadelphia, PA 19104","Philadelphia"
