Account Name,Customer Number,Certificate Number,Registration Type,Certificate Status,Status Date,Address Line 1,Address Line 2,City-State-Zip,County
"West L.A. V.A. Medical Center  #691","1325","93-V-0006","Class V - Veteran's Administration Hospital","Active","","11301 WILSHIRE BLVD. (151)","BLDG. 113, RM. 102","LOS ANGELES, CA 90073","Los Angeles"
"VA Medical Center  #600 - Long Beach","1326","93-V-0007","Class V - Veteran's Administration Hospital","Active","","5901 E. 7TH STREET 09/151","","LONG BEACH, CA 90822","Los Angeles"
"J. L. Pettis Memorial VA Med Ctr  #605","1327","93-V-0008","Class V - Veteran's Administration Hospital","Active","","11201 BENTON STREET","","LOMA LINDA, CA 92357","San Bernardino"
"VA Northern California Health Care System, #612","1328","93-V-0009","Class V - Veteran's Administration Hospital","Active","","10535 HOSPITAL WAY","","MATHER AFB, CA 95655","Sacramento"
"Houston VAMC #580/151","1350","74-V-0011","Class V - Veteran's Administration Hospital","Active","","2002 HOLCOMBE BLVD. BUILDING 110 Rm 140 MS 151","","HOUSTON, TX 77030","Harris"
"New Orleans VAMC (629) (Southeast Louisiana Veterans Health Care System)","1365","72-V-0003","Class V - Veteran's Administration Hospital","Active","","2400 Canal Street","","NEW ORLEANS, LA 70119","Orleans"
"Oklahoma City VAMC","1367","73-V-0001","Class V - Veteran's Administration Hospital","Active","","921 N E 13TH ST","","OKLAHOMA CITY, OK 73104","Canadian"
"Wm. Beaumont Army Med Ctr (Laboratory Animal Resources)","1369","74-F-0006","Class F - Federal Research Facility","Active","","5005 N. PIEDRAS ST.","","Fort Bliss, TX 79918","El Paso"
"Dallas VAMC","1371","74-V-0008","Class V - Veteran's Administration Hospital","Active","","4500 S. LANCASTER RD, RESEARCH 151","","DALLAS, TX 75216","Dallas"
"Audie L. Murphy VAMC (671)","1372","74-V-0009","Class V - Veteran's Administration Hospital","Active","","7400 MERTON MINTER BLVD.","","SAN ANTONIO, TX 78229","Bexar"
"Harry S. Truman VAMC (543)","1373","43-V-0001","Class V - Veteran's Administration Hospital","Active","","800 HOSPITAL DRIVE","","COLUMBIA, MO 65201","Boone"
"Kansas City VAMC (589)","1374","43-V-0002","Class V - Veteran's Administration Hospital","Active","","4801 E LINWOOD BLVD","","KANSAS CITY, MO 64128","Jackson"
"Central Arkansas Veterans Healthcare System","1377","71-V-0001","Class V - Veteran's Administration Hospital","Active","","4300 W. 7TH ST.","","LITTLE ROCK, AR 72205","Pulaski"
"NW Missouri State University","1381","43-R-0102","Class R - Research Facility","Active","","800 UNIVERSITY DR","","MARYVILLE, MO 64468","Nodaway"
"National Hansens Disease","1385","72-F-0004","Class F - Federal Research Facility","Active","","9181 Interline Ave","","BATON ROUGE, LA 70809","East Baton Rouge"
"Wilford Hall USAF Ambulatory Surgical Center","1386","74-F-0003","Class F - Federal Research Facility","Active","","1100 Wilford Hall Loop Bldg 4430, JBSA","","LACKLAND AFB, TX 78236","Bexar"
"Murray State College","1389","73-R-0016","Class R - Research Facility","Active","","One Murray Campus STE V T 100","","Tishomingo, OK 73460","Johnston"
"Jo Ann Nelson Jerry Nelson (Trailane Kennels)","1390","48-R-0035","Class R - Research Facility","Active","","22549 C RD","","SOLDIER, KS 66540","Jackson"
"Nicholls State University","1391","72-R-0013","Class R - Research Facility","Active","","DEPARTMENT OF BIOLOGY","P.O. BOX 2021","THIBODAUX, LA 70310","Lafourche"
"Lone Star College - Tomball","1392","74-R-0105","Class R - Research Facility","Active","","5000 RESEARCH FOREST DRIVE","","THE WOODLANDS, TX 77381","Montgomery"
"The University of Louisiana-Monroe","1393","72-R-0009","Class R - Research Facility","Active","","1800 Bienville Drive","","Monroe, LA 71201","Ouachita"
"Northwestern State University","1396","72-R-0008","Class R - Research Facility","Active","","135 Sam Sibley Dr.     Bienvenu Hall Rm. 325","","NATCHITOCHES, LA 71497","Natchitoches"
"MRIGlobal","1399","43-R-0009","Class R - Research Facility","Cancelled","","425 Dr. Martin Luther King Jr. Blvd","","Kansas City, MO 64110","Jackson"
"Arkansas State University - Beebe","1409","71-R-0110","Class R - Research Facility","Active","","P. O. BOX 1000","","BEEBE, AR 72012","White"
"Texas A&M Univ. Health Science Center","1411","74-R-0039","Class R - Research Facility","Active","","Animal Welfare Office","1186 TAMU","COLLEGE STATION, TX 77843","Brazos"
"Baylor College of Medicine","1412","74-R-0018","Class R - Research Facility","Active","","MAILSTOP: BCM310","ONE BAYLOR PLAZA, SUITE 600 D","HOUSTON, TX 77030","Harris"
"Bethyl Laboratories Inc.","1414","74-R-0044","Class R - Research Facility","Active","","P. O. BOX 850","","MONTGOMERY, TX 77356","Montgomery"
"Boehringer Ingelheim Animal Health USA Inc","1415","43-R-0014","Class R - Research Facility","Active","","6498 Jade Rd","","Fulton, MO 65251","Callaway"
"Hill's Pet Nutrition Center","1420","48-R-0039","Class R - Research Facility","Active","","PO BOX 1658","","TOPEKA, KS 66601","Shawnee"
"Colby Community College","1424","48-R-0025","Class R - Research Facility","Active","","1255 S Range Avenue","","Colby, KS 67701","Thomas"
"CCD Jefferson County","1425","43-R-0031","Class R - Research Facility","Active","","1000 VIKING DR","","HILLSBORO, MO 63050","Jefferson"
"Cedar Valley College (Veterinary Technology)","1427","74-R-0054","Class R - Research Facility","Active","","3030 NORTH DALLAS AVENUE","","LANCASTER, TX 75134","Dallas"
"U S Army Medical Dept. Ctr. & School","1429","74-F-0002","Class F - Federal Research Facility","Active","","Academy of Health Sciences","3630 Stanley Road","JBSA-FORT SAM HOUSTON, TX 78234","Bexar"
"F.D.A./N.C.T.R.","1431","71-F-0002","Class F - Federal Research Facility","Active","","OFFICE OF RESEARCH SERVICES","3900 N.C.T.R. DR.","JEFFERSON, AR 72079","Jefferson"
"BAMC USAISR","1432","74-F-0010","Class F - Federal Research Facility","Active","","3400 RAWLEY E. CHAMBERS AVE., BLDG. 3611","","FORT SAM HOUSTON, TX 78234","Bexar"
"Air Force Research Lab","1433","74-F-0001","Class F - Federal Research Facility","Active","","4141 Petroleum Road","","FORT SAM HOUSTON, TX 78234","Bexar"
"Emporia State University","1437","48-R-0015","Class R - Research Facility","Active","","1 Kellogg Circle","","EMPORIA, KS 66801","Lyon"
"Washington University","1444","43-R-0008","Class R - Research Facility","Active","","660 S Euclid Campus Box 8106","","SAINT LOUIS, MO 63110","Jackson"
"Nestlé Purina Global Resources Inc","1445","43-R-0054","Class R - Research Facility","Active","","1 CHECKER BOARD SQUARE","","SAINT LOUIS, MO 63164","St. Louis"
"Wichita State University","1446","48-R-0014","Class R - Research Facility","Active","","1845 FAIRMOUNT  BOX # 26","","WICHITA, KS 67260","Sedgwick"
"Xavier University Of Louisiana","1447","72-R-0011","Class R - Research Facility","Active","","1 Drexel Dr. Box 68","","NEW ORLEANS, LA 70125","Orleans"
"Wellmark International","1448","74-R-0035","Class R - Research Facility","Active","","12111 Ford Road","","Dallas, TX 75234","Dallas"
"University of North Texas","1449","74-R-0033","Class R - Research Facility","Active","","Vice President for Research & Innovation","P.O. Box 305250","DENTON, TX 76203","Denton"
"University Of Oklahoma-Norman","1450","73-R-0100","Class R - Research Facility","Active","","201 Stephenson Parkway, Suite 3100","","Norman, OK 73019","Cleveland"
"University Of Louisiana At Lafayette","1451","72-R-0007","Class R - Research Facility","Active","","P.O. BOX 41008","","LAFAYETTE, LA 70504","Lafayette"
"University of Texas - Arlington","1452","74-R-0075","Class R - Research Facility","Active","","OFFICE OF RESEARCH","BOX 19188","ARLINGTON, TX 76019","Tarrant"
"University of Texas Austin","1453","74-R-0029","Class R - Research Facility","Active","","VICE PRESIDENT FOR RESEARCH","P.O. BOX 7996","AUSTIN, TX 78713","Travis"
"University of Texas (Health Science Center at Houston)","1454","74-R-0068","Class R - Research Facility","Active","","6431 FANNIN STREET MSE R 654","","HOUSTON, TX 77030","Harris"
"University of Texas - Health Science Center at San Antonio","1455","74-R-0071","Class R - Research Facility","Active","","7703 FLOYD CURL DR","","SAN ANTONIO, TX 78229","Bexar"
"University Of Arkansas For Medical Sciences","1457","71-R-0011","Class R - Research Facility","Active","","4301 W MARKHAM  SLOT 504","","LITTLE ROCK, AR 72205","Pulaski"
"University of Houston (Animal Care Operations)","1458","74-R-0020","Class R - Research Facility","Active","","Health & Biomedical Sciences Bulding 1","4849 Calhoun Rd","HOUSTON, TX 77204","Harris"
"University of Kansas","1459","48-R-0002","Class R - Research Facility","Active","","ANIMAL CARE UNIT, B054 MALLOT HALL","","LAWRENCE, KS 66045","Douglas"
"University of Kansas Medical Center","1460","48-R-0003","Class R - Research Facility","Active","","3901 RAINBOW BLVD","1040 WESCOE PAVILION - MS 2014","KANSAS CITY, KS 66160","Wyandotte"
