Account Name,Customer Number,Certificate Number,Registration Type,Certificate Status,Status Date,Address Line 1,Address Line 2,City-State-Zip,County
"Biomedical Research Models Inc (BIOMERE)","23918","14-R-0192","Class R - Research Facility","Active","","57 Union Street","","Worcester, MA 01608","Worcester"
"American Veterinary Medical Association","24236","33-R-0132","Class R - Research Facility","Active","","1931 N MEACHAM ROAD","","SCHAUMBURG, IL 60173","Cook"
"Suny College At Cortland","25376","21-R-0208","Class R - Research Facility","Active","","BOWERS HALL ANIMAL FACILITY","ROOM 250","CORTLAND, NY 13045","Cortland"
"Bertek Inc","25517","71-R-0107","Class R - Research Facility","Active","","PO Box 606","","Greenbrier, AR 72058","Faulkner"
"Mars Petcare US","25886","63-R-0127","Class R - Research Facility","Active","","2013 Ovation Pkwy","","FRANKLIN, TN 37067","Williamson"
"Biomodels LLC","26617","14-R-0168","Class R - Research Facility","Active","","360 Second Avenue","Suite 1","WALTHAM, MA 02451","Middlesex"
"Florida International University","26622","58-R-0136","Class R - Research Facility","Active","","UNIVERSITY PARK, MARC 430","11200 SW  8TH ST","MIAMI, FL 33199","Miami-Dade"
"California State University San Marcos","27962","93-R-0492","Class R - Research Facility","Active","","333 Twin Oaks Valley Road","","San Marcos, CA 92096","San Diego"
"Austin College","28223","74-R-0213","Class R - Research Facility","Active","","900 North Grand Avenue","","SHERMAN, TX 75090","Grayson"
"Asheville Buncombe Technical Community College","28373","55-R-0125","Class R - Research Facility","Active","","340 Victoria Rd","Veterinary Medical Tech Dept","Asheville, NC 28801","Buncombe"
"Struve Labs International Inc","28833","42-R-0053","Class R - Research Facility","Active","","1603 Enterprise St","","Manning, IA 51455","Carroll"
"R&D System Inc","29771","41-R-0071","Class R - Research Facility","Active","","614 McKinley Pl NE","","Minneapolis, MN 55413","Hennepin"
"Cheri Hill Kennel and Supply Inc","30222","34-R-0153","Class R - Research Facility","Active","","17190 POLK ROAD","","STANWOOD, MI 49346","Mecosta"
"Enanta Pharmaceuticals Inc","30224","14-R-0194","Class R - Research Facility","Active","","4 Kingsbury Avenue","","WATERTOWN, MA 02472","Middlesex"
"Lung LLC (REVIVICOR INC)","30615","52-R-0113","Class R - Research Facility","Active","","1700 Kraft Drive","Suite 2400","Blacksburg, VA 24060","Montgomery"
"Transmedics Inc","30932","14-R-0203","Class R - Research Facility","Active","","200 MINUTEMAN RD","SUITE 302","ANDOVER, MA 01810","Essex"
"Cardiovascular Research Foundation","30958","21-R-0210","Class R - Research Facility","Active","","8 Corporate Drive","","Orangeburg, NY 10962","Rockland"
"Slippery Rock University","31006","23-R-0162","Class R - Research Facility","Active","","104 Maltby Avenue, Suite 302","","SLIPPERY ROCK, PA 16057","Butler"
"University of New England","31083","11-R-0033","Class R - Research Facility","Active","","11 Hills Beach Rd","","Biddeford, ME 04005","York"
"ATSCC","31678","52-R-0114","Class R - Research Facility","Active","","PO Box 56319","","Virginia Beach, VA 23456","Virginia Beach City"
"Georgia Aquarium Inc","32992","57-R-0131","Class R - Research Facility","Active","","225 Baker Street NW","","Atlanta, GA 30313","Fulton"
"Vero Science LLC","33144","15-R-0021","Class R - Research Facility","Active","","1334 MAIN ROAD","","TIVERTON, RI 02878","Newport"
"Janssen Research And Development LLC","33183","22-R-0138","Class R - Research Facility","Active","","1400 MCKEAN ROAD","","SPRING HOUSE, PA 19477","Montgomery"
"Ithaca College","33184","21-R-0211","Class R - Research Facility","Active","","953 DANBY ROAD","","ITHACA, NY 14850","Tompkins"
"Iowa Western Community College","33200","42-R-0040","Class R - Research Facility","Active","","2700 COLLEGE ROAD","","COUNCIL BLUFFS, IA 51503","Pottawattamie"
"Bio Reliance Corporation","33766","51-R-0082","Class R - Research Facility","Active","","14920 BROSCHART ROAD","","ROCKVILLE, MD 20850","Montgomery"
"Grifols Therapeutics LLC","34465","55-R-0127","Class R - Research Facility","Active","","8368 US 70 WEST","","CLAYTON, NC 27520","Johnston"
"NAMSA Minneapolis LLC","34579","41-R-0074","Class R - Research Facility","Active","","8945 Evergreen Blvd","","Minneapolis, MN 55433","Anoka"
"Colgate University","34658","21-R-0254","Class R - Research Facility","Active","","13 OAK DRIVE","","HAMILTON, NY 13346","Madison"
"Mesa Community College","34846","86-R-0036","Class R - Research Facility","Active","","1833 WEST SOUTHERN AVE.","","MESA, AZ 85202","Maricopa"
"Hennessy Research Associates LLC","35029","48-R-0109","Class R - Research Facility","Active","","7940 MARSHALL DRIVE","","LENEXA, KS 66214","Johnson"
"Aragen Bioscience Inc.","35685","93-R-0504","Class R - Research Facility","Active","","380 Woodview Avenue","","MORGAN HILL, CA 95037","Santa Clara"
"The University of Akron","36534","31-R-0121","Class R - Research Facility","Active","","302 BUCHTEL COMMON - UARV","","AKRON, OH 44325","Summit"
"Iso-Tex Diagnostics, Inc.","37111","74-R-0185","Class R - Research Facility","Cancelled","","P. O. BOX 909","","FRIENDSWOOD, TX 77549","Galveston"
"University of Tennessee - Martin","37207","63-R-0119","Class R - Research Facility","Active","","124 Gooch Hall","","Martin, TN 38238","Weakley"
"Stautzenberger College Vet Tech Program","37219","31-R-0122","Class R - Research Facility","Active","","8001 KATHERINE BLVD","","BRECKSVILLE, OH 44141","Cuyahoga"
"Eastern Illinois University","37323","33-R-0137","Class R - Research Facility","Active","","Office of Research and Sponsored Programs","600 Lincoln Ave","CHARLESTON, IL 61920","Coles"
"Crowder College","37482","43-R-0118","Class R - Research Facility","Active","","601 LACLEDE AVENUE","","NEOSHO, MO 64850","Newton"
"Georgia Southern University","37673","57-R-0121","Class R - Research Facility","Active","","261 Forest Drive - Box 8005","","Statesboro, GA 30460","Bulloch"
"Direct Action Resource Center","38092","71-R-0115","Class R - Research Facility","Active","","PO Box 7207","","Sherwood, AR 72124","Pulaski"
"Translational Testing And Training Laboratories (T Three LABS)","38366","57-R-0122","Class R - Research Facility","Cancelled","","387 TECHNOLOGY CIRCLE SUITE 175","","ATLANTA, GA 30313","Fulton"
