Account Name,Customer Number,Certificate Number,Registration Type,Certificate Status,Status Date,Address Line 1,Address Line 2,City-State-Zip,County
"Regeneron Pharmaceuticals Inc","292","21-R-0018","Class R - Research Facility","Active","","777 OLD SAW MILL RIVER ROAD","","TARRYTOWN, NY 10591","Westchester"
"Nelco Vet LLC","293","21-R-0019","Class R - Research Facility","Active","","154 BROOK AVENUE","","DEER PARK, NY 11729","Suffolk"
"State University of New York (SUNY DOWNSTATE MEDICAL CENTER)","294","21-R-0021","Class R - Research Facility","Active","","450 Clarkson Avenue, MSC 112","","BROOKLYN, NY 11203","Kings"
"State University Of New York (COLLEGE OF ENVIR. SCIENCE)","295","21-R-0024","Class R - Research Facility","Active","","COLLEGE OF ENVIRONMENTAL SCIENCE AND FORESTRY","1 FORESTRY DRIVE","SYRACUSE, NY 13210","Onondaga"
"Stony Brook University","298","21-R-0039","Class R - Research Facility","Active","","BST, LEVEL 1 ROOM 223 DIV OF LAB ANIMAL RSRC","","STONY BROOK, NY 11794","Suffolk"
"Franklin & Marshall College","301","23-R-0017","Class R - Research Facility","Active","","P O BOX 3003","","LANCASTER, PA 17604","Lancaster"
"Union College","302","21-R-0030","Class R - Research Facility","Active","","BIOLOGY DEPARTMENT","","SCHENECTADY, NY 12308","Schenectady"
"Canisius University","304","21-R-0238","Class R - Research Facility","Active","","2001 Main St","","Buffalo, NY 14208","Erie"
"Pennsylvania State University","306","23-R-0021","Class R - Research Facility","Active","","Office for Research Protections","The 330 Building Suite 205","University Park, PA 16802","Centre"
"The Rockefeller University","307","21-R-0226","Class R - Research Facility","Active","","1230 York Ave","Box 2","New York, NY 10065","New York"
"State University Of New York (UPSTATE MEDICAL UNIVERSITY)","308","21-R-0037","Class R - Research Facility","Active","","WEISKOTTEN HALL, 766 IRVING AVENUE","ROOM 4159","SYRACUSE, NY 13210","Onondaga"
"New York Medical College","311","21-R-0060","Class R - Research Facility","Active","","Department of Comparative Medicine","15 Dana Rd","VALHALLA, NY 10595","Westchester"
"MOUNT SINAI SCHOOL OF MEDICINE","312","21-R-0040","Class R - Research Facility","Active","","ONE GUSTAVE L. LEVY PLACE  BOX 1031","","NEW YORK, NY 10029","New York"
"Carnegie Mellon University","316","23-R-0024","Class R - Research Facility","Active","","5000 FORBES AVE","WARNER HALL","PITTSBURGH, PA 15213","Allegheny"
"Long Island University","319","21-R-0058","Class R - Research Facility","Active","","Long Island Univ Of Sponsored Research, University Center 700 Northern Blvd","UNIVERSITY CENTER 700 NORTHERN BLVD.","Greenvale, NY 11548","Nassau"
"Memorial Sloan-Kettering Cancer Center","326","21-R-0072","Class R - Research Facility","Active","","417 East 68th Street, 9th Floor, Suite 920","","New York, NY 10065","New York"
"Temple University","328","23-R-0027","Class R - Research Facility","Active","","3500 N BROAD STREET","MEDICAL EDUCATION & RESEARCH BUILDING RM 537","PHILADELPHIA, PA 19140","Philadelphia"
"Albany Medical College","330","21-R-0103","Class R - Research Facility","Active","","ANIMAL RESOURCES FACILITY","47 NEW SCOTLAND AVENUE","ALBANY, NY 12208","Albany"
"Montefiore Medical Center","333","21-R-0081","Class R - Research Facility","Active","","111 EAST 210 STREET","RESEARCH & SPONSORED PROGRAMS","BRONX, NY 10467","Bronx"
"Weill Cornell Medicine","336","21-R-0114","Class R - Research Facility","Active","","1300 York Avenue - Box 40","","New York, NY 10065","New York"
"Childrens Hospital Of Philadelphia (JOSEPH STOKES JR RES INST)","337","23-R-0033","Class R - Research Facility","Active","","3615 CIVIC CENTER BOULEVARD","","PHILADELPHIA, PA 19104","Philadelphia"
"Pfizer Global Research & Development","339","21-R-0088","Class R - Research Facility","Active","","66 Hudson Boulevard East","","New York, NY 10001","New York"
"The Wistar Institute","340","23-R-0055","Class R - Research Facility","Active","","3601 SPRUCE STREET","","PHILADELPHIA, PA 19104","Philadelphia"
"The Feinstein Institutes For Medical Research","342","21-R-0107","Class R - Research Facility","Active","","350 COMMUNITY DRIVE","Attn: Michelle Aparicio","MANHASSET, NY 11030","Nassau"
"University Of Rochester (School Of Medicine & Dentistry)","343","21-R-0109","Class R - Research Facility","Active","","601 ELMWOOD AVENUE","PO BOX 674","ROCHESTER, NY 14642","Monroe"
"Saint Vincent College","344","23-R-0068","Class R - Research Facility","Active","","300 FRASER PURCHASE RD.","","LATROBE, PA 15650","Westmoreland"
"New York University Washington Square","346","21-R-0118","Class R - Research Facility","Active","","OFFICE OF VETERINARY RESOURCES","665 BROADWAY, SUITE 804","NEW YORK NEW YORK, NY 10012","New York"
"Bucknell University","347","23-R-0046","Class R - Research Facility","Active","","DEPT OF BIOLOGY AND PSYCHOLOGY","","LEWISBURG, PA 17837","Union"
"Pennsylvania Western University (GRADUATE STUDIES & RESEARCH)","348","23-R-0189","Class R - Research Facility","Active","","OFFICE OF GRANTS AND CONTRACTS","250 UNIVERSITY AVENUE, CAMPUS BOX 17","CALIFORNIA, PA 15419","Washington"
"Monell Chemical Senses Center","350","23-R-0088","Class R - Research Facility","Active","","3500 Market Street","","Philadelphia, PA 19104","Philadelphia"
"Millennium Bioresearch Inc","352","23-R-0061","Class R - Research Facility","Active","","1765 WENTZ ROAD","P.O. BOX 178","SPINNERSTOWN, PA 18967","Bucks"
"Lehigh University","353","23-R-0064","Class R - Research Facility","Active","","Office Of The Vice President & Associate","Provost for Research & Graduate Studies","BETHLEHEM, PA 18015","Northampton"
"Harcum College","357","23-R-0078","Class R - Research Facility","Active","","VET SERVICES BLDG","750 MONTGOMERY AVE","BRYN MAWR, PA 19010","Delaware"
"Jackson ImmunoResearch Labs Inc","358","23-R-0114","Class R - Research Facility","Active","","872 W Baltimore Pike","","West Grove, PA 19390","Chester"
"Cocalico Biologicals, Inc.","360","23-R-0089","Class R - Research Facility","Active","","1683 Kramer Mill Road","","Denver, PA 17517","Lancaster"
"Magee Womens Research Institute","361","23-R-0090","Class R - Research Facility","Active","","204 CRAFT AVENUE","","PITTSBURGH, PA 15213","Allegheny"
"Altasciences Preclinical Scranton Inc","366","23-R-0107","Class R - Research Facility","Active","","130 Discovery Drive","Scott Technology Park","Scott Township, PA 18447","Lackawanna"
"Lampire Biological Laboratories Inc","369","23-R-0122","Class R - Research Facility","Active","","P.O. Box 270","","Pipersville, PA 18947","Bucks"
"Wilson College (WILSON COLLEGE)","370","23-R-0124","Class R - Research Facility","Active","","VETERINARY MEDICAL TECHNOLOGY","1015 PHILADELPHIA AVE","CHAMBERSBURG, PA 17201","Franklin"
"Summit Ridge Biosystems Inc (SUMMIT RIDGE FARMS)","371","23-R-0126","Class R - Research Facility","Active","","4526 State Route 2073","","SUSQUEHANNA, PA 18847","Susquehanna"
"Pocono Rabbit Farm & Laboratory Inc.","373","23-R-0141","Class R - Research Facility","Active","","306 Dutch Hill Rd","","Canadensis, PA 18325","Monroe"
"University of Scranton","374","23-R-0133","Class R - Research Facility","Active","","800 Linden Street","","Scranton, PA 18510","Lackawanna"
"Delaware Valley University","376","23-R-0135","Class R - Research Facility","Active","","700 E. BUTLER AVE.","","DOYLESTOWN, PA 18901","Bucks"
"West Chester University","380","23-R-0143","Class R - Research Facility","Active","","155 University Ave","SECC 347","West Chester, PA 19383","Chester"
"State University of New York (SCHOOL OF MEDICINE AT BUFFALO)","389","21-R-0051","Class R - Research Facility","Active","","LEVEL 3, AML FAC 116 BIO MD BL","3435 MAIN STREET","BUFFALO, NY 14214","Erie"
"Suny College Of Technology","390","21-R-0053","Class R - Research Facility","Active","","454 DELHI DRIVE","","DELHI, NY 13753","Delaware"
"University at Albany-State University of New York","393","21-R-0065","Class R - Research Facility","Active","","1400 Washington Ave, MSC 100 E","Office of Regulatory and Research Compliance","Albany, NY 12222","Albany"
"Albert Einstein College Of Medicine (YESHIVA UNIVERSITY)","394","21-R-0132","Class R - Research Facility","Active","","1300 MORRIS PARK AVE","SUITE 312","BRONX, NY 10461","Bronx"
"Rochester General Hospital","398","21-R-0140","Class R - Research Facility","Active","","1425 PORTLAND AVENUE","","ROCHESTER, NY 14621","Monroe"
"St Lawrence University","399","21-R-0141","Class R - Research Facility","Active","","Deans Office/Vilas Hall 23 Romoda Drive","","Canton, NY 13617","St. Lawrence"
"NY State Dept Of Health And Health Research","400","21-R-0124","Class R - Research Facility","Cancelled","","WADSWORTH CENTER NYS DEPT OF HEALTH  PO BOX 22002","","ALBANY, NY 12201","Albany"
"Syracuse University","401","21-R-0128","Class R - Research Facility","Active","","OFFICE OF RESEARCH INTEGRITY & PROTECTIONS","100 COLLEGE PLACE","SYRACUSE, NY 13244","Onondaga"
"Siena College","403","21-R-0170","Class R - Research Facility","Active","","515 LOUDON ROAD","","LOUDONVILLE, NY 12211","Albany"
"Orentreich Foundation For The Advancement Of Science, Inc.","413","21-R-0179","Class R - Research Facility","Active","","855 ROUTE 301","","COLD SPRING, NY 10516","Putnam"
"Vassar College","418","21-R-0260","Class R - Research Facility","Active","","124 Raymond Ave Box 4","","Poughkeepsie, NY 12604","Dutchess"
"Michigan Technological University","423","34-R-0142","Class R - Research Facility","Active","","1400 Townsend Drive","","Houghton, MI 49931","Houghton"
"Northern Michigan University","424","34-R-0121","Class R - Research Facility","Active","","1401 Presque Isle Avenue","","Marquette, MI 49855","Marquette"
"US Department Of The Interior (U.S Geological Survey)","431","10-F-0008","Class F - Federal Research Facility","Active","","OFFICE OF ECOSYSTEMS, US GEO SURVEY","12201 SUNRISE VALLEY DR, MS 300","HERNDON, VA 20192","Fairfax"
"Uniformed Services University Of Health Sciences (CLAM)","432","51-F-0001","Class F - Federal Research Facility","Active","","4301 JONES BRIDGE RD","","BETHESDA, MD 20814","Montgomery"
"The City College Medical School Of Cuny","435","21-R-0078","Class R - Research Facility","Active","","CONVENT AVE & 138TH ST","SCIENCE BLDG ANNEX - MR ANNEX","NEW YORK NEW YORK, NY 10031","New York"
"US ARMY Public Health Center","436","51-F-0005","Class F - Federal Research Facility","Active","","8300 Ricketts Point Rd.","Bldg. E-2850, Room 3100R","ABERDEEN PROV GRND, MD 21010","Harford"
"US Army Med Research Inst Of Chemical Defense","437","51-F-0006","Class F - Federal Research Facility","Active","","COMMANDER","3100 RICKETTS POINT ROAD","ABERDEEN PROV GRND, MD 21010","Harford"
"National Cancer Institute At Frederick","438","51-F-0008","Class F - Federal Research Facility","Active","","BUILDING 1021","PO BOX B","FREDERICK, MD 21702","Frederick"
"Walter Reed Army Institute Of Research","439","10-F-0002","Class F - Federal Research Facility","Active","","DIV. OF VETERINARY MEDICINE, BLDG 511","503 ROBERT GRANT AVE","SILVER SPRING, MD 20910","Montgomery"
"National Institute Of Health","441","51-F-0016","Class F - Federal Research Facility","Active","","31 CENTER DRIVE, ROOM B1C37","OFFICE OF ANIMAL CARE AND USE","BETHESDA, MD 20892","Montgomery"
"Operational Toxicology Branch (Air Force Research Laboratory)","442","31-F-0002","Class F - Federal Research Facility","Active","","711 H P W / R H D V - W P","","WRIGHT-PATTERSON AFB, OH 45433","Greene"
"Columbia University","445","21-R-0082","Class R - Research Facility","Active","","630 WEST 168TH ST","BOX 64","NEW YORK NEW YORK, NY 10032","New York"
"U.S. Army Research Institute of Environmental Medicine (USARIEM)","446","14-F-0002","Class F - Federal Research Facility","Active","","10 General Greene Avenue","BLDG 42 Room 318","NATICK, MA 01760","Middlesex"
"Nathan S Kline Institute For Psych Res","448","21-R-0084","Class R - Research Facility","Active","","140 OLD ORANGEBURG RD","","ORANGEBURG, NY 10962","Rockland"
"U.S. ENVIRONMENTAL PROTECTION AGENCY (NATIONAL EXPOSURE RESEARCH LAB)","451","31-F-0003","Class F - Federal Research Facility","Active","","26 W. ML KING DRIVE","","CINCINNATI, OH 45268","Hamilton"
"US Army Edgewood Chemical Biological CTR","452","51-F-0019","Class F - Federal Research Facility","Active","","BLDG E3150  ATTN:  AMSRD-ECB-RT-TV","","ABERDEEN PROV GRND, MD 21010","Harford"
"Westhaven VA Medical Center (689)","454","16-V-0002","Class V - Veteran's Administration Hospital","Active","","Research Dept.","950 Campbell Avenue","West Haven, CT 06516","New Haven"
"LaGuardia Community College","458","21-R-0089","Class R - Research Facility","Active","","31-10 Thomson Avenue, Room C252","Veterinary Tech Program","LONG ISLAND CITY, NY 11101","Queens"
"New York University School of Medicine DCM","465","21-R-0092","Class R - Research Facility","Active","","Div of Comparative Medicine, 1 Park Ave, 6th floor","","New York, NY 10016","New York"
"Manor College","472","23-R-0043","Class R - Research Facility","Active","","VET TECH PROG 700 FOX CHASE RD","","JENKINTOWN, PA 19046","Montgomery"
"Washington and Lee University","482","52-R-0013","Class R - Research Facility","Active","","PARMLY HALL","","LEXINGTON, VA 24450","Lexington City"
"Northern Virginia Community College","483","21-R-0255","Class R - Research Facility","Active","","21200 Campus Drive, LA Building","","STERLING, VA 20164","Loudoun"
"VA Polytechnic Institute & State University","492","52-R-0012","Class R - Research Facility","Active","","300 TURNER STREET N.W., SUITE 4120","","BLACKSBURG, VA 24061","Montgomery"
"Virginia Commonwealth University","493","52-R-0124","Class R - Research Facility","Active","","DIVISION OF ANIMAL RESOURCES","1101 E MARSHALL ST","RICHMOND, VA 23298","Richmond"
"Old Dominion University","494","52-R-0009","Class R - Research Facility","Active","","Office Of Research, 1 Old Dominion University","","Norfolk, VA 23529","Norfolk City"
"University Of Virginia","495","52-R-0011","Class R - Research Facility","Active","","PO BOX 400301","OFFICE OF THE VICE PRESIDENT FOR RESEARCH","CHARLOTTESVILLE, VA 22904","Charlottesville City"
"Blue Ridge Community College","496","52-R-0001","Class R - Research Facility","Active","","PO Box 80","","Weyers Cave, VA 24486","Augusta"
"Eastern Virginia Medical School","497","52-R-0003","Class R - Research Facility","Cancelled","","358 Mowbray Arch, PO Box 1980","","Norfolk, VA 23501","Norfolk City"
"George Mason University","498","52-R-0004","Class R - Research Facility","Active","","4400 UNIVERSITY DR MS 6D5","Office of Research Integrity and Assurance","FAIRFAX, VA 22030","Fairfax"
