Account Name,Customer Number,Certificate Number,Registration Type,Certificate Status,Status Date,Address Line 1,Address Line 2,City-State-Zip,County
"Texas A&M AgriLife Research","1498","74-R-0233","Class R - Research Facility","Active","","600 John Kimbrough Blvd","Suite 512","COLLEGE STATION, TX 77843","Brazos"
"Texas A & M University (Lab Animal Resources & Research)","1499","74-R-0012","Class R - Research Facility","Active","","Animal Welfare Office","1186 TAMU","COLLEGE STATION, TX 77843","Brazos"
"Texas Christian University","1501","74-R-0046","Class R - Research Facility","Active","","TCU Box 297024","","Fort Worth, TX 76129","Tarrant"
"University of North Texas Health Science Center","1502","74-R-0081","Class R - Research Facility","Active","","Department of Lab Animal Medicine","3500 CAMP BOWIE BLVD","FORT WORTH, TX 76107","Tarrant"
"Stillmeadow Inc.","1503","74-R-0049","Class R - Research Facility","Active","","12852 Park One Drive","","Sugar Land, TX 77478","Fort Bend"
"Saint Louis University","1507","43-R-0011","Class R - Research Facility","Active","","1402 South Grand Blvd., Caroline Room 508","Department of Comparative Medicine","St. Louis, MO 63104","St. Louis city"
"Texas Biomedical Research Institute","1512","74-R-0003","Class R - Research Facility","Active","","P. O. BOX 760549","","SAN ANTONIO, TX 78245","Bexar"
"Missouri State University","1513","43-R-0052","Class R - Research Facility","Active","","901 S NATIONAL AVE","","SPRINGFIELD, MO 65897","Greene"
"Texas State University","1514","74-R-0048","Class R - Research Facility","Cancelled","","601 UNIVERSITY DRIVE","J C K  489","SAN MARCOS, TX 78666","Hays"
"William Marsh Rice University","1515","74-R-0031","Class R - Research Facility","Active","","P. O.  BOX  1892  -  M S 16","","HOUSTON, TX 77251","Harris"
"Creighton University","1543","47-R-0002","Class R - Research Facility","Active","","IACUC Office, Research & Compliance","Criss I, Office 131","Omaha, NE 68178","Douglas"
"Northeast Community College","1544","47-R-0022","Class R - Research Facility","Active","","801 EAST BENJAMIN AVE","","NORFOLK, NE 68701","Stanton"
"Father Flanagans Boys Home (Boys Town National Research Hospital)","1545","47-R-0009","Class R - Research Facility","Cancelled","","555 NORTH 30TH STREET","","OMAHA, NE 68131","Douglas"
"Nebraska College of Technical Agriculture","1548","47-R-0017","Class R - Research Facility","Active","","404 EAST 7TH","","CURTIS, NE 69025","Frontier"
"University Of Nebraska - Lincoln","1552","47-R-0004","Class R - Research Facility","Active","","303 CANFIELD ADMINISTRATION BLDG.","","LINCOLN, NE 68588","Lancaster"
"University of Nebraska- Omaha","1553","47-R-0021","Class R - Research Facility","Active","","6001 Dodge Street","Allwine Hall 527","Omaha, NE 68182","Douglas"
"Omaha VAMC (636/151)","1554","47-V-0001","Class V - Veteran's Administration Hospital","Active","","4101 WOOLWORTH AVENUE","","OMAHA, NE 68105","Douglas"
"University of North Dakota (CENTER FOR BIOMEDICAL RESEARCH)","1557","45-R-0001","Class R - Research Facility","Active","","BOX 9001","","GRAND FORKS, ND 58202","Grand Forks"
"University Of South Dakota","1560","46-R-0001","Class R - Research Facility","Active","","414  EAST CLARK  STREET","","VERMILLION, SD 57069","Clay"
"South Dakota State University","1561","46-R-0002","Class R - Research Facility","Active","","MORRILL HALL 200F","BOX 2201","BROOKINGS, SD 57007","Brookings"
"North Dakota State University","1565","45-R-0002","Class R - Research Facility","Active","","1735 NDSU RESEARCH PARK DRIVE, RESEARCH 1, PO BOX 6050","","FARGO, ND 58108-6050","Cass"
"Diamond Animal Health Inc. (HESKA CORPORATION)","1573","42-R-0001","Class R - Research Facility","Active","","2538 S E 43RD STREET","","DES MOINES, IA 50327","Polk"
"Iowa State University","1575","42-R-0003","Class R - Research Facility","Active","","2420 Lincoln Way Suite 202","","AMES, IA 50014","Boone"
"University Of Iowa (Office of Animal Resources)","1576","42-R-0004","Class R - Research Facility","Active","","Office of Animal Resources, Office of the IACUC","L350 P B D B","Iowa City, IA 52242","Johnson"
"Kirkwood Community College","1582","42-R-0026","Class R - Research Facility","Active","","6301 KIRKWOOD BLVD S W","","CEDAR RAPIDS, IA 52406","Linn"
"IOWA CITY VAMC (584)","1584","42-V-0002","Class V - Veteran's Administration Hospital","Active","","HWY 6 WEST","","IOWA CITY, IA 52246","Johnson"
"National Veterinary Services Laboratories","1586","42-F-0004","Class F - Federal Research Facility","Active","","BOX 844","","AMES, IA 50010","Story"
"Missouri Western State University","1591","43-R-0105","Class R - Research Facility","Active","","4525 DOWNS DR","","SAINT JOSEPH, MO 64507","Buchanan"
"Texas Parks & Wildlife Department (Kerr Wildlife Management Area)","1592","74-R-0146","Class R - Research Facility","Active","","2625 F M 1340","","HUNT, TX 78024","Kerr"
"Molecular Toxicology Inc","1638","55-R-0136","Class R - Research Facility","Active","","157 INDUSTRIAL PARK DR","","BOONE, NC 28607","Watauga"
"Palo Alto College","1645","74-R-0157","Class R - Research Facility","Active","","1400 WEST VILLARET","","SAN ANTONIO, TX 78224","Bexar"
"Trans Ova Genetics","1653","42-R-0031","Class R - Research Facility","Active","","2938 380 STREET","","SIOUX CENTER, IA 51250","Sioux"
"University Of Richmond","1662","21-R-0256","Class R - Research Facility","Active","","410 WESTHAMPTON WAY","","RICHMOND, VA 23173","Richmond City"
"Dumond Conservancy For Primates & Tropical Forests, Inc.","1663","58-R-0121","Class R - Research Facility","Active","","14805 SW 216 ST","","Miami, FL 33170","Miami-Dade"
"Beth Israel Deaconess Medical Center","1664","14-R-0138","Class R - Research Facility","Active","","330 Brookline Avenue","Slosberg-Landay Animal Facility","Boston, MA 02215","Suffolk"
"Wyoming Game & Fish Department","1666","83-R-0005","Class R - Research Facility","Active","","2362 HIGHWAY 34","","WHEATLAND, WY 82201","Platte"
"Wilkes University","1688","23-R-0166","Class R - Research Facility","Active","","84 West South Street","","WILKES BARRE, PA 18766","Luzerne"
"College Of Southern Idaho","1692","82-R-0008","Class R - Research Facility","Active","","P. O. BOX 1238/315 FALLS AVE.","","TWIN FALLS, ID 83303","Twin Falls"
"Seward Association for the Advancement of Marine Science (SAAMS) (Alaska SeaLife Center)","1693","96-R-0005","Class R - Research Facility","Active","","PO BOX 1329","","Seward, AK 99664","Kenai Peninsula"
"Yakima Valley College","1722","91-R-0051","Class R - Research Facility","Active","","P.O. BOX 22520","","YAKIMA, WA 98907","Yakima"
"CVB VS APHIS USDA","1726","42-F-0008","Class F - Federal Research Facility","Active","","PO Box 844","","AMES, IA 50010","Boone"
"OVIS","1738","46-R-0007","Class R - Research Facility","Active","","47825  279TH  STREET","","CANTON, SD 57013","Lincoln"
"Equitech-Bio Inc.","1752","74-R-0161","Class R - Research Facility","Active","","512 Cotton Gin Lane","","Kerrville, TX 78028","Kerr"
"Comparative Biosciences Inc","1761","93-R-0398","Class R - Research Facility","Active","","786 LUCERNE DRIVE","","SUNNYVALE, CA 94085","Santa Clara"
"Intuitive Surgical","1768","93-R-0401","Class R - Research Facility","Active","","1020 Kifer Road","","SUNNYVALE, CA 94086","Santa Clara"
"Lehigh Carbon Community College","1773","23-R-0153","Class R - Research Facility","Active","","4525 EDUCATION PARK DRIVE","","SCHNECKSVILLE, PA 18078","Lehigh"
"Mount Holyoke College","1792","14-R-0114","Class R - Research Facility","Active","","Science Center, 50 College Street","","South Hadley, MA 01075","Hampshire"
"Eastern Florida State College","1796","58-R-0126","Class R - Research Facility","Active","","1519 Clearlake Rd., Bldg. 21","","Cocoa, FL 32922","Brevard"
"Charles River Laboratories Inc","1799","14-R-0144","Class R - Research Facility","Active","","251 Ballardvale Street","","Wilmington, MA 01887","Middlesex"
"Tulsa Community College","1811","73-R-0109","Class R - Research Facility","Active","","909 S. Boston Ave.","","TULSA, OK 74119","Tulsa"
"Carleton College","1816","41-R-0060","Class R - Research Facility","Cancelled","","DEPT OF PSYCHOLOGY","ONE NORTH COLLEGE ST","NORTHFIELD, MN 55057","Rice"
"Probetex Inc.","1821","74-R-0167","Class R - Research Facility","Active","","16419 Pemcanyon","","SAN ANTONIO, TX 78240","Bexar"
"AgBio Company","1832","93-R-0412","Class R - Research Facility","Active","","1513 River Oaks Dr","","Modesto, CA 95356","Stanislaus"
"University of Colorado- Denver","1834","84-R-0059","Class R - Research Facility","Active","","13001 E. 17th Place, MS F489, P. O. Box 6508","","AURORA, CO 80045","Adams"
"University Of Colorado-Boulder","1835","84-R-0060","Class R - Research Facility","Active","","4845 East Pearl Circle, Suite 2001 563 UCB","","BOULDER, CO 80309","Boulder"
"California State University Humboldt Arcata","1836","93-R-0413","Class R - Research Facility","Active","","Dean of College of Natural Resources & Science","Humboldt State University","ARCATA, CA 95521","Humboldt"
"California State University Fullerton","1839","93-R-0416","Class R - Research Facility","Active","","Office of Research and Sponsored Projects","1121 N. State College Blvd., ASC-229","FULLERTON, CA 92831","Orange"
"California State University- Long Beach","1841","93-R-0418","Class R - Research Facility","Cancelled","","Office of Research & Economic Development","1250 BELLFOWER BLVD.","LONG BEACH, CA 90840","Los Angeles"
"California State Polytechnic University - Pomona","1844","93-R-0421","Class R - Research Facility","Active","","3801 WEST TEMPLE AVENUE","","POMONA, CA 91768","Los Angeles"
"California State University Sonoma","1845","93-R-0422","Class R - Research Facility","Cancelled","","1801 EAST COTATI AVENUE","","ROHNERT PARK, CA 94928","Sonoma"
"California State University San Bernardino","1846","93-R-0566","Class R - Research Facility","Active","","5500 UNIVERSITY PARKWAY","","SAN BERNARDINO, CA 92407","San Bernardino"
"San Francisco State University","1848","93-R-0426","Class R - Research Facility","Active","","469 ADMINISTRATION BUILDING","","SAN FRANCISCO, CA 94132","San Francisco"
"Commonwealth Zoological Corporation (Zoo New England)","1973","14-R-0221","Class R - Research Facility","Active","","One Franklin Park Road","","Boston, MA 02121","Suffolk"
"Marshall Farms Group LTD","2072","21-R-0242","Class R - Research Facility","Active","","5800 Lake Bluff Road","","North Rose, NY 14516","Wayne"
"West Virginia Division of Natural Resources (WV State Wildlife Center)","2280","54-R-0010","Class R - Research Facility","Active","","324 4th Avenue","","South Charleston, WV 25303","Kanawha"
"Lubee Foundation, Inc.","3082","58-R-0131","Class R - Research Facility","Cancelled","","1309 NW 192nd Ave","","Gainesville, FL 32609","Alachua"
"Miami-Dade Zoological Park and Gardens (Zoo Miami)","3099","58-R-0173","Class R - Research Facility","Active","","12400 SW 152nd Street","","Miami, FL 33177","Miami-Dade"
"Monterey Bay Aquarium","3620","93-R-0476","Class R - Research Facility","Active","","886 Cannery Row","","Monterey, CA 93940","Monterey"
"Gibbon Conservation Center","3653","93-R-0602","Class R - Research Facility","Active","","P. O. Box 800249","","Santa Clarita, CA 91380","Los Angeles"
"The Marine Mammal Center","3768","93-R-0475","Class R - Research Facility","Active","","2000 Bunker Road","","Sausalito, CA 94965","Marin"
"Fort Worth Zoological Park","3880","74-R-0219","Class R - Research Facility","Active","","1989 Colonial Parkway","","Fort Worth, TX 76110","Tarrant"
"Dave Spear","5404","74-R-0232","Class R - Research Facility","Active","","PO Box 1509","","FORT WORTH, TX 76101","Tarrant"
"Riverhead Foundation for Marine Research & Preservation","6177","21-R-0212","Class R - Research Facility","Active","","467 E. Main Street","","Riverhead, NY 11901","Suffolk"
"Dolphins Plus Bayside Inc","6989","58-R-0176","Class R - Research Facility","Active","","P.O. Box 870","","Key Largo, FL 33037","Monroe"
"Nashville Zoo at Grassmere","7457","63-R-0130","Class R - Research Facility","Active","","3777 Nolensville Pike","","Nashville, TN 37211","Davidson"
"Antibodies Inc.","7854","93-R-0158","Class R - Research Facility","Active","","P. O. Box 1560","","Davis, CA 95617","Yolo"
"Fordham University","8207","21-R-0148","Class R - Research Facility","Active","","441 E FORDHAM ROAD","CUNNISSE HOUSE, RM 219","BRONX, NY 10458","Bronx"
"California State University Sacramento","8237","93-R-0423","Class R - Research Facility","Active","","6000 J STREET","Library 2520","SACRAMENTO, CA 95819","Sacramento"
